x1,x2,y
1.275487945926617,-0.8275828132392888,-1.0
0.28308873970919646,1.139938753686141,-1.0
-0.28415985531634064,0.7502299445520019,1.0
-0.45098226857218293,-0.2844930376819776,1.0
-1.2834310450111315,-0.4108219533616667,-1.0
-0.11448115593054006,0.8857312394720968,-1.0
-0.4828653963331165,-0.0007690599649034929,1.0
0.18828384697186545,0.1483553687910131,1.0
-0.3467198923473472,0.996560852535474,-1.0
-0.8517270038074003,-0.336414463710861,-1.0
0.006266935978453446,0.651568616358521,1.0
0.35472104868694554,0.059793685401855395,1.0
-0.2950444276643571,1.068536729249838,-1.0
0.05968419311681167,0.3659375754268004,1.0
0.04193644929136081,-0.7830776563744981,-1.0
0.13821894153477476,0.4876800847599965,1.0
-0.2705213686788431,-0.7143378000341196,-1.0
-0.6613106189529936,-0.11023981029250263,1.0
-0.48859882639155405,-0.08935656724711431,1.0
0.3847471906990191,-1.1237972200330735,-1.0
-0.5438281641391097,0.45310781432436326,1.0
-0.0321220780635064,0.8615927230916098,1.0
0.6138088319629033,0.08522821841278147,1.0
-0.5640130846065512,0.7755734866967026,-1.0
0.5942904646540956,-0.045968520636737495,1.0
-0.3965122328757178,-1.2035801339024443,-1.0
1.1575057476214592,-0.7956069845245975,-1.0
-0.02364478165106379,0.25881904551542056,1.0
-1.0618136153925966,0.15151957433306798,-1.0
0.7865151253260653,-0.6745860027401209,-1.0
0.5140769363279072,0.18375875913206696,1.0
0.13221994322763123,1.12665473194576,-1.0
-0.27377231433400134,-0.2611386574876239,1.0
0.2782353801846544,-0.5516123541972736,1.0
0.34928562207926694,0.4252617542330266,1.0
-0.13048576330018874,-0.3540022345847823,1.0
0.8309431741475735,-0.7279772435946013,-1.0
0.6375441495618026,-0.6564416197855918,-1.0
0.21874740326008393,-0.39642988278892,1.0
0.5820792719301642,-0.5352593978357152,-1.0
-0.2882748681277575,0.1593111751513494,1.0
-0.6466431772495859,-0.08294845276018592,1.0
0.3574412852216437,0.08705458299180738,1.0
0.6203787126574593,0.013421957519131611,1.0
-0.7690992147721832,-0.012558416144031023,1.0
0.4990307858883364,0.12339824403141039,1.0
-0.1991048661279038,0.6393816119077516,1.0
0.5763899409616234,-0.07877520921177272,1.0
0.5266789686761906,0.27746994550019516,1.0
-0.20836102224248942,0.6357021131465188,1.0
0.7797316630315211,-0.6125242299691525,-1.0
1.1526013528183248,-0.08975042613051216,-1.0
-0.7171463302367045,-0.7068841447732614,-1.0
-1.063307984243318,-0.6327786359460505,-1.0
0.9997947123781707,-0.09172988755151384,-1.0
-0.22762781537799337,0.7213777468808402,-1.0
-0.07897297986466342,0.6712133669853095,1.0
0.9198835878901185,0.7582934146274729,-1.0
0.8539405671420038,0.44548555712551674,-1.0
0.862563122671511,-0.4758260242224381,-1.0
0.6434236556966173,0.1901443600143876,1.0
-0.6215857323236043,-1.0375203083229323,-1.0
0.9458494614553407,-0.25961029603140423,-1.0
-0.41543576564455753,-0.0753530690763429,1.0
0.06858054378203388,-0.4519620175781462,1.0
-1.090871923778288,0.5109569796397053,-1.0
-1.0311008825973467,-0.05934052409316848,-1.0
-0.0030521032357754413,0.4039770369742559,1.0
-0.8411778487473671,0.8163983657550169,-1.0
0.16258195337909778,-1.0555416252804533,-1.0
-0.4859816855375248,0.10629615550629072,1.0
-0.5107005933044508,1.130515850037017,-1.0
1.2814542891817262,-0.4625117085346261,-1.0
-0.03748310478894608,-0.5336428467546633,1.0
0.25583309084021116,0.26660751432628754,1.0
0.1970162251834993,0.5757398915633287,1.0
0.49018264107222037,0.02296366191666363,1.0
-0.2216316064019404,0.253354687978038,1.0
0.40811099348968377,-0.03660837268521963,1.0
0.3183052378410174,-0.3024311666550526,1.0
0.269768274536085,-0.14344490652291822,1.0
0.2802524822919861,1.1195173364682014,-1.0
0.5125929041274485,-1.1310525512045255,-1.0
