x,y,label
-1.254598811526375,-9.44601213484141,0
4.507143064099161,1.2570284213507428,0
2.3199394181140507,11.18837507629225,1
0.986584841970366,6.966746592286835,1
-3.439813595575635,9.196834435843492,1
-3.4400547966379733,4.763501001321522,1
-4.419163878318005,5.768296935535574,1
3.6617614577493516,10.47586954695958,1
1.0111501174320878,-7.509959734224422,0
2.0807257779604544,-0.31725109070578483,0
-4.7941550570419755,-8.363716745411933,1
4.699098521619943,14.630040239899412,1
3.324426408004218,13.321780190598396,1
-2.8766088932172384,-13.817195658944822,0
-3.181750327928994,6.167255175470654,1
-3.165954901465662,12.757449522469976,1
-1.9575775704046228,-9.582739646179995,0
0.24756431632237863,2.038356916578884,1
-0.6805498135788426,12.464648927641257,1
-2.0877085980195806,-13.981620642426035,0
1.118528947223795,5.922608017405196,1
-3.6050613934795814,-6.079529778823478,1
-2.0785535146478185,12.731885861295911,1
-1.336381567063083,14.131747354961032,1
-0.43930015782964027,13.327994673403019,1
2.8517596139301364,-0.7735735002760862,0
-3.003262178416403,10.861279529679404,1
0.14234438413611628,10.336481956052111,1
0.9241456886204249,-5.426985802702331,0
-4.5354958728000225,9.867464224520319,1
1.0754485190143832,-13.889770958535221,0
-3.294758763127085,2.8880963544615916,1
-4.349484070147205,-8.099734881368908,1
4.488855372533333,-11.382993426681637,0
4.656320330745594,-12.691403951123725,0
-4.023278859936161,6.743003145862843,1
1.8423302651215687,-13.039309776031729,0
-0.5984750626039865,-5.541289865081691,0
-3.7796176515522117,1.1847387712601147,1
-0.048230898887298146,8.721694945168906,1
-4.656114788847816,-5.437424912037903,1
4.093204020787821,3.7767412931102733,0
-2.412200183999831,11.579332447085616,1
-1.8828892391058902,-8.011215757390987,0
0.20068021177810813,-14.267976553303859,0
0.4671027934327965,11.102966217027898,1
-3.1514554447447294,-14.361917674488385,0
4.695846277645586,11.241050180525981,1
2.7513282336111455,0.8681140208163605,0
4.394989415641891,13.172030955386884,1
3.9482735042764876,8.963497073209961,1
0.9789997881108512,14.938023316000123,1
4.218742350231167,-4.4786455364486955,0
-4.115074979480805,8.015648667933807,1
-3.040171375808548,-2.9420725917227344,1
-4.54772711089462,-0.603731390882734,1
-1.7466966923673564,3.8251638965511034,1
-1.1132271031051797,11.210313425590162,1
-2.286509682261041,14.522504075978855,1
3.2873750915192943,8.048202415935545,1
-2.1906549031261924,-2.3592899316878952,1
0.4269608315824849,7.127469047666743,1
3.0219698075403976,-11.68577660605816,0
-4.254493563202292,-4.361335270776705,1
4.868869366005173,-6.382830250377548,0
2.7224476929665737,-6.110756386320297,0
-4.944778828763976,-13.737204310909144,0
3.154614284548341,-14.463781957997586,0
2.0685734384761716,14.631671692080946,1
2.2900716804098735,-2.16680598792413,0
2.712703466859457,-3.4702005852095503,0
-4.259553482659096,5.389418480792095,1
-1.4153427145572737,-8.452383364048075,0
-3.841309404748703,13.498835518506759,1
3.6310342587559354,8.590350432466561,1
1.2329812682755792,-12.317669930632213,0
-1.6910197514735081,-2.47257672645215,1
-4.364416497139763,11.373549226864942,1
-1.890176782843378,13.34196066874231,1
-1.7481667797325295,-0.9779546625039082,1
1.3755747135521315,-9.988981617237744,0
3.8721274257632654,14.735058784109295,1
-0.27785074838050683,-8.049848958496698,0
-3.804057540616983,13.281953224053769,1
2.7096717995456103,-8.07990564846724,0
-0.06204403635609257,-9.704159039834753,0
0.2273282938199408,-8.38541372789474,0
-0.7245898164145039,-9.406852135672365,0
-4.745808732559048,8.387534207002599,1
-3.9210857300669555,-4.496242224998097,1
-4.685708143132658,-13.264719703098109,0
1.3641041126378042,14.073078904224339,1
-1.856440189236733,11.513576548902769,1
0.08570691164702815,12.832568495856389,1
4.0756647392609295,14.847234679393058,1
-2.5070777085112503,-9.783142523415382,0
2.5555113854304867,7.747154271122739,1
-2.7120183450837754,5.880618541613767,1
-2.1024854708623195,9.474993749718532,1
4.29697652342573,-8.285471555321308,0
3.0812037956441696,1.1092326868024074,0
3.714605901877178,2.4025862351343363,0
3.0367207689911453,-12.255394878067353,0
-3.134299411139642,11.32382587891141,1
3.925589984899778,-7.031998722338818,0
0.393422419156507,-11.114552361515875,0
3.0744015516406247,11.662442396069316,1
3.9609129992349317,13.6695449468926,1
-1.8199652502813612,10.863828517963519,1
-3.8994807547232324,9.285482241746344,1
-2.720648374580583,4.65725941917065,1
-0.7289221137374371,1.5257211182741806,1
3.1801476592249305,-12.390397202657695,0
3.6073058325634335,-2.7464036078790386,0
-4.930478694688093,-3.8193444896305806,1
0.10747302577565776,-7.207386487190214,0
-0.8258899685122101,6.702603410657549,1
-2.7789218952926973,-0.12372794763687622,1
-3.8013463266631717,-12.568613522770562,0
-1.6238482859637204,-8.39450394150566,0
4.4290970391251925,5.497762909787877,0
-1.7679706797924477,-12.716074215290995,0
0.1879062174336612,10.536207421463061,1
2.030189588951778,-0.14560418958076937,0
-1.3637039762070602,-0.5824026802005591,1
4.717820827209607,2.7722335397855282,0
-0.02751494107614505,5.340484576771907,1
-1.9912169018323036,1.9719589198737317,1
-2.151595056225324,-6.989151894917359,0
-4.6311305264546725,11.35889959065474,1
1.0956433397989684,8.922780648207844,1
0.0267902322886151,4.753555039752765,1
-4.485212487500107,10.517451872827259,1
-2.2135353576338854,11.01882602879407,1
-2.604381093330276,10.110399850910163,1
-3.551051279087769,5.924143850078508,1
-0.10547239722436963,5.404223152809013,1
4.856504541106007,3.558341346455528,0
-2.5794472848849956,7.581499186729236,1
1.721355474058786,-10.241846841207789,0
2.6161961532871754,11.426122775967855,1
-2.6236245600760033,11.155305832356959,1
2.2821634861185958,-14.122581508963226,0
-1.322168672807468,9.774502516942881,1
1.3230583059357945,-11.133903975796644,0
1.3352971076089473,-4.946434372225744,0
0.357746840747585,7.305247688748231,1
3.35302495589238,9.539010723571867,1
-1.7921993502826417,9.964025338732256,1
-3.1348148960014575,0.2240320128250861,1
-4.592248584452361,-14.808423848494993,0
0.9089294318824184,-6.388856004752617,0
-4.834121710721439,14.435585340822705,1
0.12093058299281001,3.9544058105000524,1
1.4517279040944988,4.020171092988342,1
-3.2563357099500854,1.1995613914756653,1
1.90937738102466,8.395361854534308,1
-1.132646536994626,-11.790580835191248,0
-3.6247905585400675,1.237997360283309,1
-1.589336489497415,13.889760115769839,1
-3.8652647875941093,-4.743835018839418,1
4.246936182785628,3.9786567940184447,0
3.7733935338098092,12.960843165300524,1
-2.420583722848444,-11.924708160279621,0
1.59984046034179,13.116854617093534,1
0.5520081159946235,-12.964888226844842,0
0.29650578356006463,-5.971092991595512,0
-2.581477090995483,6.245162659358449,1
-4.068972321941008,-12.97948195593685,0
3.972157579533267,2.4651138052881976,0
4.004180571633304,-4.623508291411298,0
1.3310145727326796,3.6274655330243135,1
-1.609702089512993,-13.627738985624614,0
-1.507904253873391,11.14610418457129,1
2.259556788702394,14.204669075321906,1
3.9711025995257714,14.066335658570743,1
2.798755458576238,-11.097412796081041,0
1.4203164615428774,7.747895877870679,1
-4.158600350049512,-14.262392506235955,0
-3.3837128590538623,-14.336293454130082,0
3.985541885270793,-5.291693425513763,0
-4.908029483833704,8.112222534233798,1
-3.9852845713396787,5.4988612981951555,1
1.6350176910805576,-1.6229188086975501,0
-4.949384161537813,-6.791200011550023,1
-3.3919194858250137,14.913735004731336,1
0.48733789366586144,-2.2145609329208114,0
1.918951976926932,-1.4583892701097358,0
1.5196125950260058,-10.091285364249924,0
-2.757306905394402,8.84428646249788,1
2.1217922134753584,5.810466773444659,1
-2.6275091250319993,-8.376911616337189,0
-1.7460030184073227,-12.528568631524719,0
1.496328990472147,4.635336428434059,1
3.4922341049417795,-6.80221419005372,0
1.5761289230034334,13.525906867512312,1
0.6830860333547157,-10.468263246572993,0
-4.063252321719075,-2.029955968721943,1
-1.3228419694056646,13.308477605027967,1
-2.3479763231827455,-2.4081804922163315,1
-2.5601035662091642,4.155778429922567,1
4.730105547524456,-3.0721680611161712,0
-1.069022753332396,-6.773543929539899,0
3.9204655517711338,14.519329438794848,1
1.311386259972629,-2.7199798105487094,0
2.948113035416484,11.822976110374032,1
0.0263709310519209,-8.101361823267414,0
0.7690388462635909,-8.6068588792475,0
-0.07482306181136078,-14.06597751346466,0
-3.047570122019555,4.550004761276551,1
2.2245211526150532,-3.9442096882871667,0
-2.192276375591442,10.930747495189113,1
-4.756840335685462,-0.8037027992532852,1
1.4547229590716784,14.045802837441652,1
-3.2288932059295106,-9.434234528906366,0
4.4045858435291425,11.058695038668322,1
-1.2984129974455563,10.343496843506628,1
-4.845433834711326,7.830719728289967,1
4.283185625877254,3.7866096489424628,0
-0.7181585168268567,-11.062653669528373,0
4.666548190436696,-14.024214615262443,0
4.636199770892528,12.625435434470607,1
3.5300945546736013,3.499509435622141,0
-2.055511079304143,8.896118729285291,1
-1.1490227139807474,-0.5543294546234971,1
3.5113667151685686,-11.480754331128166,0
-1.8307799484372236,-11.244426233923488,0
-3.305072533139075,5.56695861686914,1
0.5680126245835018,-2.090823153016119,0
4.36154774160781,-8.984258198989899,0
1.9602979667497298,-0.2521635977568941,0
0.7006117008936492,-13.073731887745977,0
-4.028235062292315,2.459142057431965,1
1.1500722669916978,-6.93019786694707,0
-3.59915984763476,-5.689141232292787,1
3.7737307192795537,-14.651383802756982,0
2.407686177542044,-12.826593366163234,0
1.9701574099526802,-3.225193307799456,0
2.024840839871093,-0.601834958486295,0
-1.4050884878024483,3.000616443579112,1
3.1011339467918084,10.803671915676137,1
3.6707231858010374,8.395529666800496,1
4.132405525564714,-13.811435239549287,0
0.015162946871996041,-11.852094647454754,0
2.9829517896677515,-7.738649524124176,0
1.4996393077776515,14.599877798014393,1
2.0196687725770337,-10.725133712954603,0
2.95792669436101,-0.03335539645931718,0
3.9000534181756628,3.544672029543573,0
-1.620048431484642,6.073949116323117,1
-1.24417047360056,1.7894605046074226,1
-4.06018060159131,-14.70687457742449,0
0.7828014099617402,-5.206160752680244,0
-4.640577262032579,0.5313493015413435,1
-0.3440198186753989,-12.364005025655,0
0.4264463470757658,-4.481192063724578,0
-2.134587478717156,-14.003906736259003,0
0.9083326056901075,-12.642645085349377,0
-4.694997500609506,-3.092301713952118,1
3.2260056065965834,2.0262254478467447,0
-1.3980935858873709,5.683949074117972,1
-3.7293948734811524,9.017600973272486,1
0.2224326005480437,-8.995492672655697,0
2.6999355309861084,-9.975522532227908,0
-2.8417897250315685,-11.862964789967993,0
1.2289047581900023,4.092907486309102,1
-4.14652535006232,6.194271794607033,1
-4.483182788313923,-14.052415655230739,0
0.3135463156814797,13.086367387310695,1
0.40635121610106495,-13.440861490455827,0
2.260913337226615,6.271815583527491,1
4.758520794625346,11.129073712382567,1
0.1630034830119529,6.422607963972833,1
-1.7704352705875404,9.051842492093755,1
2.9518619476870365,-4.816494223715818,0
-2.291677487379258,9.444753412395368,1
-0.6102857929436389,-12.596554608459746,0
-4.215436186577341,11.84449968181583,1
-4.746492565845425,1.4277712846120885,1
3.359801205122059,-1.4304514644509965,0
-0.9104705558573016,0.7920798280833967,1
-3.2670567992915425,6.947685652659956,1
-3.4356295732891393,-12.551100539082313,0
-2.497571018354047,-13.189437480283086,0
0.4922666470612045,-7.586902979695607,0
2.145959227000623,-10.21365959660435,0
1.6019737671773129,11.153506997766051,1
-2.2006610305405716,-8.42358037925867,0
4.5486528066319405,14.275957674573938,1
2.3789691669576847,-4.893126246866794,0
0.5435405251140066,-9.536462529339023,0
1.1172074623435222,8.690955214274375,1
-0.8039993757221007,4.761233265026284,1
-2.5226901049884254,-0.054128506405831445,1
-1.4402732134873841,1.6609065281289368,1
2.578461104643691,6.576053348167914,1
-4.856065113702441,-8.146357760061038,1
-3.8392735949308374,14.890017481702259,1
-4.5399735797824725,14.243794864403494,1
-4.592711976810299,4.509770590408106,1
3.5546058401100726,-9.013726472125647,0
2.036578593800237,5.406847272938741,1
-0.2582617091267476,-12.834047730624725,0
-4.021658393489985,-14.080424933825817,0
-0.08384124883167665,-7.26951334466359,0
-3.267981300899848,11.048175162251415,1
-0.6614835076202699,6.81507209298924,1
-1.0149526560262654,7.281195635999431,1
1.1585009805221649,-2.2351999665577402,0
1.3509365086764378,-4.621950223591112,0
-4.546959902279555,-3.8688371104619197,1
-1.2538738537352878,14.629486912081735,1
1.2585991571423634,-13.796724257625526,0
0.03136258580087681,11.010944883673456,1
3.564898411883222,2.360262257171801,0
1.5869363161894503,-1.8415374243122855,0
-3.370655729185703,6.7577298124540945,1
-4.294312525995702,-0.39993175725891383,1
1.4241927820631561,11.202697142449818,1
-4.734886894583782,12.021055920337755,1
0.8577558127346325,-2.3483721937963367,0
4.402302414249576,-6.695166082948452,0
0.75474177875879,2.7705098578008673,1
-1.118300737934781,12.370900368500727,1
1.4328821844235318,-8.680134329830002,0
-0.41747109508483327,3.688997506904485,1
0.4561678931593498,3.9468066027756166,1
-1.1389736219922577,-11.052969446182207,0
4.611905638239142,6.474748940462657,0
4.053506419560637,12.270975619969231,1
-3.0420886521070356,-9.60950673389274,0
-4.3063869912483455,-7.873700252283671,1
-3.9922199862257335,14.141852821249188,1
-4.055570392440716,10.631552801087373,1
1.8300677341635687,-0.2316643065589563,0
-4.28811351539771,-7.583067767904689,1
-1.8102436970623872,11.122497038175343,1
3.448753109694545,-1.6408423499200353,0
-4.767280642641741,0.4445206178907064,1
3.1446848258893585,-4.222998918007029,0
-2.1814522522660007,2.7885255430478217,1
1.9673716536415062,-3.2675539004471794,0
