x,y,z,label
2.9963209507789,0.09364546988724776,5.719958782835928,1
7.605714451279329,-0.024169607424001427,8.054323292999863,0
5.855951534491241,5.2500366441682935,7.60160929790159,0
4.789267873576293,-0.0036304012039511946,1.5389990469377368,0
1.2481491235394921,0.17559780902904798,1.492494697414739,0
1.2479561626896212,4.07518609934371,2.6817436774491332,0
0.4646688973455957,1.59791873960432,3.610747263410372,0
6.929409166199481,4.21368445564145,4.084555814084826,0
4.80892009394567,-1.477070739484918,6.796972168333452,0
5.664580622368364,1.9005695493870745,0.566804321658354,1
0.16467595436641957,-1.731091198533739,0.34672704226066386,0
7.759278817295955,-1.4987743723571638,3.9191056294390902,0
6.659541126403374,5.251499626755288,6.971636921379805,0
1.6987128854262092,-0.8860370310592387,1.9343534295648257,0
1.454599737656805,2.259365458201737,6.415044812562517,0
1.4672360788274705,1.2887648208056524,2.5982813794029944,0
2.433937943676302,0.7787466100707414,8.860861088135163,1
4.198051453057903,5.19866676549818,8.956899442666165,0
3.455560149136926,-1.825412825796084,2.9728720428132647,0
2.3298331215843353,3.3103174894047127,2.2999375396324053,0
4.894823157779036,5.707155473708403,4.113039720662313,0
1.1159508852163347,2.4813454676947355,2.405315851801487,0
2.3371571882817452,5.494579696264735,6.723838432917036,0
2.9308947463495336,-1.5819369657118099,8.260646845482855,0
3.6485598737362874,1.3503465525932912,6.73092130911217,1
6.281407691144109,0.08126232769640929,8.243504472493495,0
1.5973902572668779,3.8465677198458383,3.9699216220747413,0
4.113875507308893,5.850376723977973,1.5631697070886086,0
4.73931655089634,0.05224049955398247,7.379509473975921,1
0.3716033017599818,3.2333968117925957,3.604745051415539,0
4.860358815211507,-0.415218937922079,6.712708252291325,0
1.3641929894983322,2.522642036572879,2.7064394198176567,0
0.5204127438822361,1.7114598935066896,0.8122963480667267,0
7.591084298026666,5.776042637052297,9.925817954877633,0
7.725056264596475,2.8682181815717325,1.5620150793059928,0
6.467178784931689,0.7960509766945503,9.884209939634811,0
2.4369101533869655,-1.087233720896533,9.772799325664472,0
0.781376912051071,-0.7900253701205235,7.938181039080396,0
5.473864212097255,-0.19746456039011928,6.594229620819975,0
3.5212199499168104,0.007733290722383934,5.778070502510847,1
0.9763058787582306,4.8049284627291025,8.661015453778347,0
3.9614152808901615,2.4897823062601994,2.894395216194879,1
0.27510816892174716,2.1871272909949315,4.67681212484877,0
7.2745632166302565,-1.0818490250462602,6.193899693665019,0
2.0702398528001353,4.88111754679548,4.1119047586949105,0
5.300178274831856,3.7825144256678698,4.27486454090268,0
2.4936886087152876,-1.4586531047999873,3.3028466750208443,0
4.1605441694224865,3.6626807778381494,5.64231816684536,1
4.373682234746237,2.3483057387411685,8.50574528015116,1
1.4788356442042163,-1.346197234025774,2.0152837800631285,0
7.7566770221164685,1.6664051322292517,9.344330387534415,0
6.201062586888916,1.8775702970403758,6.8908765374822964,1
7.515991532513513,-0.673803678693794,8.232732126800302,0
7.158618803421191,5.5655851760022585,5.561906926300116,0
4.783199830488681,4.7998029718452955,7.795167014240635,0
7.374993880184935,3.3521786986328665,0.1620039733946721,0
0.707940016415356,1.6983644880048576,8.183804247795353,0
1.5678628993531616,1.294124332676068,0.4013885908536652,0
0.36181831128430453,3.2077877372076333,8.899133763628624,0
2.6026426461061147,2.3634549552552437,9.919627472386432,1
3.109418317515856,-1.501815152944915,2.940674621767778,0
2.1707922541911673,2.1000211901626535,2.1031855628579366,1
6.629900073215435,4.451228937862716,7.653633638580407,0
2.8540266135487142,1.6739190207756645,2.530263409202532,1
2.247476077499046,-1.5843473795658527,8.655623831722036,0
4.341568665265988,4.290225595072265,1.028425921574767,1
1.1273937997981012,-0.3890897429122049,1.2595519637935826,0
6.417575846032317,0.0689666791043102,9.791515551006157,0
0.5964051494381666,-0.6823491725416329,6.738388982700046,0
7.895095492804138,0.6417205189719803,8.468872244289528,0
6.177958154373259,4.05401204550908,3.2432937735151803,0
1.5897254522733792,2.1550868760314987,6.764837495206044,0
0.04417693698881919,-0.36094980679429955,5.942418273085972,0
6.523691427638673,5.022640625216327,6.03150120122947,0
5.654858750780937,5.0366548396122335,6.825324595377216,0
5.8320573443278985,4.964627400368055,5.753591731290985,0
6.170162773487566,-0.08963030894768576,4.290623693026659,0
0.5923572138727229,1.6099147534479048,2.7592269438054684,0
2.867725828354181,5.879917249127001,7.68581330913202,0
0.9269524762010377,4.176099810479923,2.262724300031862,0
6.904827407004748,-1.7826606301955215,6.923543061544142,0
4.986385014620463,-1.4783632699160636,2.3333282264932667,0
2.6471841988211935,1.711451014498662,6.253301699544539,1
0.5084668022881891,5.273761646892481,7.470782671290289,0
2.4878585737252976,2.309614383621714,2.187138889065392,0
2.6014665762139764,1.9825000642743218,0.5994330086130828,1
5.836849426704513,-1.1562104003469553,1.3097374299417408,0
5.100459770841705,3.2542408377943524,6.059969672710254,1
7.097701940610612,4.576825284801804,8.494464062257356,0
3.7777194012955944,1.0433600600604986,0.44996821235424367,1
0.9567539675064136,4.20489480740262,7.341512590416462,0
5.70595829778396,5.715813231206493,3.4131864595005212,0
6.0862803889351795,-0.36986832697848726,4.785283699195225,0
4.49021758055597,2.1866370495579304,9.288595498455656,1
6.167737439636488,0.2971036646766043,3.3197150473584545,0
3.950364770915126,4.342835352270715,4.65336933939486,0
4.1818626350559525,2.62074692704926,0.13682414760681105,1
3.420328146868397,3.07665934040243,0.8159872000483837,1
0.2033530139527615,4.383313276927153,2.5859159113478403,0
0.8631314159464356,1.167763781299639,0.27852240821074403,0
0.251433485493874,5.320720547256346,6.3137532604825095,0
5.091283290110243,2.2642309379691197,4.263983568016226,1
2.5148478486106134,-0.7363614173172159,5.48145202728022,0
4.068565529317622,3.5671929453504196,1.7464718589632955,1
7.260531791408744,4.346090803506035,2.959320294366161,0
1.9943378331909996,0.5340934165402134,6.638244748527251,0
3.283063384285038,4.857434055990024,9.653027236303998,0
6.044409108344389,5.249146038126131,0.504167736022092,0
1.8303853239329797,0.21523589902247142,8.903843208552662,0
0.6158392786303439,5.8681717817217764,5.768812013112084,0
2.318011623310144,-0.8743077756099327,5.639195667556237,0
1.2897702980320354,-0.38387465278008026,5.002785352077604,0
7.4375812187405845,-0.526201286095791,0.6939408590418339,0
6.464963036515336,5.151917680062963,0.8987685173616067,0
5.067230052083388,3.234340418599695,6.009120056590861,1
6.971684721501742,-0.783165734221817,3.409585714355583,0
6.429376615192916,1.5225873469467919,9.172680665776806,0
1.4925604710882867,2.922384200558416,4.065905373594722,0
7.140471987919822,-1.3322873200849337,1.4328145870264108,0
4.314737935325206,5.05933094725871,7.14718833502036,0
6.4595212413125,4.428828283532281,2.9335342144100984,0
7.168730399387946,2.041654188613106,5.2547030735589315,0
2.544027799774911,5.737012922073363,6.978327855051701,0
0.8804153962214141,1.3420878342007976,9.002641112020704,0
1.8234813003355335,5.8728825522919825,7.921911948016761,0
3.4168623090100505,3.3433599904290165,6.763610678727241,1
6.544118127379945,3.0773701860315317,6.796331823951435,0
6.8858446660507475,-0.67236083763372,9.459246440320864,0
0.05561704424952563,5.055422066437152,2.9582409749653604,0
4.085978420620526,1.4199175033649212,0.011120941961874076,1
3.339288025190232,-0.7021327537401651,2.719545593981987,0
1.776862483765842,-1.8991398401939277,2.17891379626744,0
0.9589229386694624,2.4780454691070606,6.618345851139981,0
2.7009213712290236,2.2191969769814106,6.337115997655291,1
7.543277631300153,3.7548289789532685,5.934613827047238,0
2.585623456166042,5.122064424142417,0.162434432094537,0
4.150324973946929,-1.3647473228557638,7.287780544506475,0
5.624151671161423,3.851971922722899,3.235304124854915,0
2.909036819034352,-0.5007044472193423,6.650559890066311,0
7.774256661767685,4.865416425257312,5.565784285021533,0
7.69957835953689,4.552508110893249,3.4273092542790717,0
2.0142583666029132,2.326350039884355,1.3457626710410775,0
3.9779880471390836,3.681942388986492,0.9441889766048095,1
2.4070264785341573,0.5148009054699871,8.315183331122235,1
2.278723955019741,1.769343191462517,9.18397542081558,1
0.29509557883626236,4.573095181683773,6.497880467642996,0
4.876514671839175,1.6741215773857112,1.0343411486048337,1
4.021432185830892,0.8623861226035343,4.020272168882407,1
0.4118300099999148,1.9536995780023991,7.2893920010515725,0
2.2291717138928915,4.625994019497747,7.798208840100681,0
7.26612708773323,0.6816643789669818,1.182186222910886,0
1.9164951253357794,-0.6099072549140496,0.0003071884538241587,0
1.1591589767297847,3.696112162646246,7.12137045880605,0
3.915622082220504,4.607825701664654,3.5659617598620565,0
7.885203632884806,-1.1949001718117334,2.5448133161826023,0
1.9364421720920033,-0.08100709795244221,0.1289746978952544,0
5.377084379247028,-0.8642240819120488,5.402994067614997,0
6.092956922629741,0.783531292657333,8.511507354259818,0
1.9011003519391974,1.6028078312433012,9.57631646272588,1
5.825730788894877,3.9906106957064518,5.657449506132892,0
2.942265061754026,3.209180679053393,5.144613277398942,1
5.058446644748636,2.9674285398274494,0.850563854892411,1
5.068237686087158,0.8189995728772352,5.488728015425997,1
4.286197472598068,4.7315804246780795,3.7997907896539465,0
0.7223181604352664,1.7702973391853165,6.071352808835769,0
6.682419964713904,5.832839504121236,3.887263478765467,0
2.5662405197738867,3.0731371063658948,2.4029912345036673,0
1.4921480831988339,-0.9898820674839781,0.949652752283765,0
0.32620113243811133,3.409420496603472,3.1491844458889573,0
4.7271435455059345,0.6008321234535918,0.9664483428775228,1
5.420514894738259,3.4906175734887794,1.7689695082398393,1
0.13270263142284922,-1.442870814700754,9.87336158579546,0
4.096744466394248,-0.6009485025923249,4.4410355690661865,0
1.8119662015835036,4.845898071246291,5.3187176650501655,0
5.161382323275599,-0.1825635438118809,8.736185287372153,0
1.3949314320399315,4.69632900194352,9.955689004906878,0
5.527501904819728,0.23420870763528345,5.8271444934468155,0
3.0938827704042993,3.143055280469661,8.124738210441716,1
7.493839909893876,3.553204588078648,3.2694102433667527,0
1.100167553167946,2.1012380251604235,3.057439574472911,0
2.728530808402068,0.4424854135738503,4.027037209945602,0
0.9077881699247126,-0.298844989031231,6.725072626736491,0
7.397548946228502,-1.7344851635005902,6.821916892550988,0
7.018714827047848,0.43157120992579046,3.152394346494508,0
2.063533021721245,3.225302324250264,1.3320992413662869,0
5.279872368273432,5.506438547587861,6.323962564655085,0
6.537777601609727,4.969635858104416,1.2832586218876452,0
4.441606492795699,4.128518212282421,5.7849250822933005,0
4.237204626848052,4.3075787460263895,6.93422128056309,0
1.9348183272036135,3.319879227807962,7.006114963944516,0
0.7448221424471937,0.08229486052802404,7.534721106595967,0
7.177726063626614,5.257560245646639,8.728594215656646,0
7.203344457306644,3.3658584952466724,4.999589919647884,0
5.0648116581861435,2.4835250478435196,7.302491895295712,1
2.7122383283896054,-1.1120842462921514,6.191727353658367,0
2.793676596901287,1.5764443504514034,1.8663993979768256,1
5.807645430961915,1.6828661696154104,0.2568964486940817,1
7.176882079620617,4.91650887618136,2.845413856769338,0
7.096691394120938,2.3731857615023078,4.430337063376194,0
6.239004366860991,1.0432043917632772,6.171059444286563,1
5.136253169234302,5.814402628085275,8.499593305032054,0
0.6731197199603907,-1.1142352533894746,1.9624571670616564,0
1.2930297127569101,1.380387426495557,1.255497898984771,0
7.188433508216634,-1.6638025986287577,9.634799474743275,0
4.8514324772767194,3.919232966135443,1.0804455937640711,0
0.07357641293303718,5.344612417593205,4.784910701071892,0
0.8117723429282568,0.24029863640391547,5.8556372879330185,0
5.3080141528644464,4.866733414392967,5.413744209074382,0
0.040492670769749495,0.3377458436951821,0.860321570329432,0
1.2864644113399892,5.286161293151322,0.5702691400361937,0
4.389870314932689,4.0316952287742716,1.0548342746103567,0
5.535161581541546,4.439254214731509,5.855876838726125,0
5.215690076020804,-1.855947555196364,5.443448876343211,0
1.7941544756844783,5.702482856592208,2.3374079203674425,0
5.697433770780287,3.813367936562586,6.377741418455916,0
1.8979926999744006,0.43800876308906656,8.200675020556494,0
2.603197585274142,4.6351573188707755,0.41578959846593766,0
5.971931240944193,0.2521695873194396,4.981299435480424,0
5.197063192377717,4.982030716529024,6.893104121026903,0
6.7937872839534235,-1.0993568767045039,2.5231192706968706,0
5.260903138402747,3.629487819686366,3.0777090529314908,0
4.546468826683773,2.3255878131592826,6.136379029893838,1
0.7493981426247398,-1.2277242384364735,8.979352934437369,0
2.941726424475468,-0.06484937392928813,8.099244203028993,1
2.1216189414538036,-1.9007677097814817,5.831302190995835,0
1.9519171470326686,1.7501437237160467,7.3022171775724924,0
7.784084438019565,0.410122086080003,3.6482247020779868,0
3.1447817973340833,2.7868598743820705,6.409655280987577,1
7.136372441416906,0.3779024616689375,4.6618159112755695,0
5.049109007978103,0.39935289205587754,1.8993613645756091,1
6.358490428333187,3.945545589852827,7.017382738772572,0
4.021096744841537,-1.6148573121731724,5.56464637348822,0
4.615231077010873,5.223159961535898,3.586215819535914,0
3.940141550550911,4.818110995129452,9.113391900786308,0
1.561943902384356,3.342437465811252,0.20934117826733267,0
5.779616922092043,2.7457725608590744,3.1577315124949603,0
2.2461788995268464,5.138419985117218,0.5688139777764656,0
0.19452773145163071,-0.5173585637702844,7.6652731622162715,0
5.1637783672573425,-1.368246702473371,7.021074541137926,0
1.4168854352563915,-0.08391864072369515,3.31352218736317,0
7.523668674823314,4.356626229601522,6.75662902207073,0
7.631428616020699,-1.7226378661881334,3.9593722619594987,0
7.318915121763588,2.662454680667917,7.562537914224343,0
2.961269602043555,5.9635001295304795,4.5418366273670605,0
0.12365293223093943,4.845568750700315,4.122797278316655,0
7.426548500701803,2.1715655123487156,9.347299154883009,0
3.4254731865385146,-1.4908727257068612,2.5087909989070023,0
7.7332385523493565,4.650988115085679,1.2044733999656543,0
7.708959816714023,2.7918280654176844,5.845431132594582,0
6.8240756437388805,-1.0805360235234653,9.693218122841788,0
2.3555911365566855,-1.2491417214131504,3.7783921372718665,0
3.080781828815402,5.277014555492739,0.6203676362878152,0
6.809093372134855,3.3536021035046275,3.3930526730956743,0
2.5353760412502213,4.634294394534044,5.059316543195584,0
1.35594197348874,5.031831202258139,1.619230066322137,0
