,x,label
0,2.621780831931537,0
1,6.655000144869414,1
2,5.123957592679836,1
3,4.190609389379256,1
4,1.0921304830970557,0
5,1.0919616423534184,0
6,0.4065852851773962,0
7,6.063233020424546,1
8,4.207805082202461,1
9,4.956508044572319,1
10,0.14409146007061713,0
11,6.78936896513396,1
12,5.827098485602952,1
13,1.486373774747933,0
14,1.2727747704497043,0
15,1.2838315689740367,0
16,2.129695700716764,0
17,3.6732950214256648,1
18,3.0236151304948105,0
19,2.0386039813862933,0
20,4.282970263056656,1
21,0.9764570245642928,0
22,2.0450125397465273,0
23,2.564532903055842,0
24,3.1924898895192513,0
25,5.496231729751095,1
26,1.3977164751085183,0
27,3.599641068895281,1
28,4.146901982034297,1
29,0.32515288903998407,0
30,4.252813963310069,1
31,1.1936688658110408,0
32,0.4553611508969566,0
33,6.642198760773333,1
34,6.7594242315219155,1
35,5.658781436815228,1
36,2.132296384213595,0
37,0.6837047980446871,0
38,4.789631185585098,1
39,3.081067456177209,0
40,0.8542676439134518,0
41,3.4662383707788913,1
42,0.24071964780652877,0
43,6.365242814551475,1
44,1.8114598712001184,0
45,4.637655990477874,1
46,2.1819775326258766,0
47,3.6404761482446757,1
48,3.8269719554029575,1
49,1.2939811886786892,0
50,6.78709239435191,1
51,5.425929763527802,1
52,6.576492590949324,1
53,6.263791452993542,1
54,4.185299851677596,1
55,6.453119645161818,1
56,0.6194475143634365,0
57,1.3718800369340163,0
58,0.31659102237376646,0
59,2.2773123153428503,0
60,2.720741027826374,0
61,1.8994432224172715,0
62,5.801162564063505,1
63,2.497273286855125,0
64,1.9665415678116653,0
65,3.798872582107739,1
66,0.9864695748233385,0
67,5.615378865278277,1
68,0.5218545057583958,0
69,6.908208556203621,1
70,5.405713385076602,1
71,1.3910097707392068,0
72,0.038654819865216794,0
73,5.708229999183839,1
74,4.94800140693332,1
75,5.103050176286911,1
76,5.39889242680162,1
77,0.5183125621386325,0
78,2.509260099809908,0
79,0.811083416675908,0
80,6.041723981129155,1
81,4.363086887792905,1
82,2.3162861739685443,0
83,0.44490845200216544,0
84,2.1768762520096354,0
85,2.2762832541872293,0
86,5.107243248366449,1
87,4.462902299486492,1
88,6.210489198034286,1
89,3.305504476133645,0
90,0.8371597215681119,0
91,4.992713510560965,1
92,5.325495340318282,1
93,3.9289403829864735,1
94,5.396770259681927,1
95,3.456569174550735,1
96,3.6591298056739583,1
97,2.9927871285098475,0
98,0.17793388720866632,0
99,0.7552399889531312,0
100,0.22000429980713976,0
101,4.454872878846463,1
102,2.2004918675342866,0
103,3.559994838152919,1
104,6.352965317482651,1
105,1.7450456040421245,0
106,2.8726804612494083,0
107,5.288857969801341,1
108,1.6015871584413572,0
109,0.5388593688015509,0
110,2.028260170396376,0
111,1.128549010778031,0
112,6.507883566398012,1
113,5.656842656950919,1
114,4.433826295572964,1
115,6.1002241313140235,1
116,5.625704538293801,1
117,1.305990412202251,0
118,6.247912989429844,1
119,3.775395693409555,1
120,5.652081086148438,1
121,6.2726390994644525,1
122,2.2260243248030473,0
123,0.7703634716937373,0
124,1.5955461377935918,0
125,2.9897545203837943,0
126,5.726103361457452,1
127,6.0251140827944045,1
128,0.04866491371833492,0
129,3.57523111804296,1
130,2.921877022041453,0
131,1.5547546732951116,0
132,0.8390575713357796,0
133,2.363306199825396,0
134,6.600367927387634,1
135,2.262420524145287,0
136,3.6315343522035626,1
137,4.921132712266245,1
138,2.545407216655058,0
139,6.8024745790467245,1
140,6.737131064594779,1
141,1.762476070777549,0
142,3.480739541246698,1
143,2.1061481687173877,0
144,1.9938834606422733,0
145,0.25820863148172957,0
146,4.266950337859278,1
147,3.5187531626020303,1
148,0.36035125874992546,0
149,1.95052524965628,0
150,6.357861201766576,1
151,1.676933234668807,0
152,1.0142641046385616,0
153,3.426169321942941,1
154,6.899553178774205,1
155,1.6943869005805028,0
156,4.70494883184115,1
157,5.331337307301023,1
158,1.6634628079467977,0
159,5.0975144402830175,1
160,2.5744819290347727,0
161,4.4261408141550564,1
162,4.434707975326263,1
163,3.7504227885233092,1
164,0.6320283903808581,0
165,5.847117469124666,1
166,2.245460454802151,0
167,1.3056295727989795,0
168,0.2854259908833474,0
169,4.136250602317693,1
170,4.742950532895977,1
171,0.11611480249499306,0
172,3.5846514080949667,1
173,1.5854704263855657,0
174,4.516209532866149,1
175,1.22056500303494,0
176,4.836564166717261,1
177,2.707147424103762,0
178,6.557109921157141,1
179,0.9626466090219528,0
180,2.3874644573518093,0
181,0.7943146486841235,0
182,6.472855327949939,1
183,6.1413754736668675,1
184,1.8055913940060893,0
185,4.6198883222392535,1
186,5.720555401408511,1
187,3.886405681196236,1
188,3.7075540484920455,1
189,1.6929660363031618,0
190,0.6517193746412945,0
191,6.280510305673287,1
192,6.302926400143313,1
193,4.4317102009128755,1
194,2.3732085373409046,0
195,2.4444670222886264,0
196,5.081689752091676,1
197,6.279771819668039,1
198,6.209604969855821,1
199,5.459128821003367,1
